name	VT	Kappa2	VT_var	intercept	R_squared	MSE	SigmaSqr	LogLike	AIC	FPE	CoV
Left-Accumbens-area	1.5086859594288828	0.035638856664733286	0.0003365206844896656	-28.059261536006513	0.9980816692071176	6.688182641426537	6.688182641426537	-34.53664437983454	75.07328875966908	113.69910490425113	0.015724201240734193
